what,kind,bundleId,bundleVersion,description,time
error,log,,,"Internal Error",1331771569340
error,log,,,"Internal Error",1331771569347
error,log,,,"Internal Error",1331771569353
error,log,,,"Internal Error",1331771569359
error,log,,,"Internal Error",1331771569365
error,log,,,"Internal Error",1331771569374
error,log,,,"Internal Error",1331771569388
error,log,,,"Internal Error",1331771569392
error,log,,,"Internal Error",1331771569398
error,log,,,"Internal Error",1331771569404
error,log,,,"Internal Error",1331771569409
error,log,,,"Internal Error",1331771569413
error,log,,,"Internal Error",1331771569419
error,log,,,"Internal Error",1331771569424
error,log,,,"Internal Error",1331771569431
error,log,,,"Internal Error",1331771569436
error,log,,,"Internal Error",1331771569440
error,log,,,"Internal Error",1331771569450
error,log,,,"Internal Error",1331771569457
error,log,,,"Internal Error",1331771569466
error,log,,,"Internal Error",1331771569471
error,log,,,"Internal Error",1331771569480
error,log,,,"Internal Error",1331771569485
error,log,,,"Internal Error",1331771569489
error,log,,,"Internal Error",1331771569497
error,log,,,"Internal Error",1331771569506
error,log,,,"Internal Error",1331771569511
error,log,,,"Internal Error",1331771569516
error,log,,,"Internal Error",1331771569521
error,log,,,"Internal Error",1331771569530
error,log,,,"Internal Error",1331771569540
error,log,,,"Internal Error",1331771569548
error,log,,,"Internal Error",1331771569553
error,log,,,"Internal Error",1331771569559
error,log,,,"Internal Error",1331771569563
error,log,,,"Internal Error",1331771569570
error,log,,,"Internal Error",1331771569579
error,log,,,"Internal Error",1331771569585
error,log,,,"Internal Error",1331771569589
error,log,,,"Internal Error",1331771569601
error,log,,,"Internal Error",1331771569606
error,log,,,"Internal Error",1331771569612
error,log,,,"Internal Error",1331771569618
error,log,,,"Internal Error",1331771569624
error,log,,,"Internal Error",1331771569633
error,log,,,"Internal Error",1331771569639
error,log,,,"Internal Error",1331771569647
error,log,,,"Internal Error",1331771569653
error,log,,,"Internal Error",1331771569659
error,log,,,"Internal Error",1331771569665
error,log,,,"Internal Error",1331771569670
error,log,,,"Internal Error",1331771569679
error,log,,,"Internal Error",1331771569685
error,log,,,"Internal Error",1331771569693
error,log,,,"Internal Error",1331771569697
error,log,,,"Internal Error",1331771569704
error,log,,,"Internal Error",1331771569709
error,log,,,"Internal Error",1331771569715
error,log,,,"Internal Error",1331771569724
error,log,,,"Internal Error",1331771569730
error,log,,,"Internal Error",1331771569739
error,log,,,"Internal Error",1331771569745
error,log,,,"Internal Error",1331771569750
error,log,,,"Internal Error",1331771569754
error,log,,,"Internal Error",1331771569760
error,log,,,"Internal Error",1331771569765
error,log,,,"Internal Error",1331771569772
error,log,,,"Internal Error",1331771569778
error,log,,,"Internal Error",1331771569781
error,log,,,"Internal Error",1331771569791
error,log,,,"Internal Error",1331771569798
error,log,,,"Internal Error",1331771569812
error,log,,,"Internal Error",1331771569818
error,log,,,"Internal Error",1331771569829
error,log,,,"Internal Error",1331771569833
error,log,,,"Internal Error",1331771569846
error,log,,,"Internal Error",1331771569849
error,log,,,"Internal Error",1331771569855
error,log,,,"Internal Error",1331771569861
error,log,,,"Internal Error",1331771569867
error,log,,,"Internal Error",1331771569873
error,log,,,"Internal Error",1331771569882
error,log,,,"Internal Error",1331771569888
error,log,,,"Internal Error",1331771569892
error,log,,,"Internal Error",1331771569899
error,log,,,"Internal Error",1331771569905
error,log,,,"Internal Error",1331771569910
error,log,,,"Internal Error",1331771569916
error,log,,,"Internal Error",1331771569922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331771571442
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1331771572440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1331771572440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331771572449
error,log,,,"Internal Error",1331771573625
error,log,,,"Internal Error",1331771573635
error,log,,,"Internal Error",1331771573641
error,log,,,"Internal Error",1331771573647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331771573975
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1331771574969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1331771574969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331771574979
error,log,,,"Internal Error",1331771575944
error,log,,,"Internal Error",1331771575950
error,log,,,"Internal Error",1331771575958
error,log,,,"Internal Error",1331771575964
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1331771576053
