what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1331775831807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1331775832147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331775832167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331775838586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1331775839485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331775839494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331775846924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331775920074
activated,view,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.views.MakeView",1331775921106
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1331775929604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331775939404
activated,view,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.views.MakeView",1331775940967
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331775947638
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1331775951153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331775952291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331775952424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331775953176
activated,view,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.views.MakeView",1331775954524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331775958914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331775964173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331775982353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331775996197
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1331775996592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331776037901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331776055997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331776056401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331776056629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331776087001
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1331776108907
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1331776118867
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1331776119020
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1331776119179
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1331776120676
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1331776125189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331776129893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331776130488
